title,type,titlereleased,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,4k,language
War Machine,TV,2017,TV-MA,UltraHD,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro",David Michôd,,6.0,122,80068327,2017-05-26,"When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",1,english
Warda,TV,2014,TV-14,SuperHD,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla",Hadi El Bagoury,,4.1,73,81035854,2019-04-18,"When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",0,arabic
Warrior,TV,2018,TV-MA,SuperHD,"Dar Salim, Danica Curcic, Lars Ranthe, Marco Ilsø",,,6.7,,80193978,2018-11-13,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,0,other
Warrior Nun ,TV,2020,TV-MA,,"Toya Turner, Alba Baptista, Lorena Andrea, Kristina Tonteri-Young",,"Action, Drama, Fantasy",,,80242724,2020-07-02,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.",0,english
Was It Love? ,TV,2020,TV-MA,,"Ji-Hyo Song, Ho Joon Son, Jong-ho Song, Ja-Sung Koo",,"Comedy, Drama, Romance",,,81289013,2020-07-08,"When four very different men appear in her life, a single mother who hasn't dated in years begins to rediscover love -- and herself.",0,korean
Wassup Man GO!,TV,2020,TV-MA,SuperHD,Joon Park,,,,,81176026,2020-03-27,"Famously unfiltered star Joon Park goes to Los Angeles for an audition -- and for a colorful, totally personal romp through the city he calls home.",0,korean
Watchman,TV,2019,TV-14,SuperHD,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun",A. L. Vijay,,5.2,92,81155784,2019-09-01,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard -- or the trouble inside.",0,other
Waterschool,TV,2018,TV-G,SuperHD,,,,6.1,67,81006594,2018-07-25,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",0,english
Watership Down,TV,2018,TV-PG,SuperHD,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley",Noam Murro,,7.2,,80107989,2018-12-23,A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.,0,english
Way Back into Love,TV,2011,TV-14,SuperHD,"June Tsai, Ray Chang, Lung Shao-hua, Yen Yi-wen",,,7.0,,81020728,2018-12-24,"After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.",0,mandarin
We Are Family,TV,2010,TV-14,SuperHD,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg",Sidharth Malhotra,,5.6,118,70150437,2018-10-01,A divorced mother of three children runs a happy household -- until her former husband brings his new career-oriented girlfriend into the picture.,0,hindi
We Are Family,TV,2016,TV-MA,SuperHD,"Julie Gayet, Thierry Neuvic, Julie Depardieu, Lucien Jean-Baptiste",Gabriel Julien-Laferrière,,6.1,98,80156856,2017-04-14,"Fed up with being shuffled around, a boy from a big blended family decides that the kids should live in one house and the parents take turns visiting.",0,french
We Are Legends,TV,2019,TV-14,SuperHD,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot",Daniel Yee Heng Chan,,5.1,108,81068732,2019-06-01,"Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.",0,other
We Are the Champions ,TV,2020–,TV-MA,,Rainn Wilson,N/A,"Documentary, Game-Show",,N/A,81034679,2020-11-17,"Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries.",0,english
We Are the Wave,TV,2019,TV-MA,UltraHD,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa",,,6.1,,80218819,2019-11-01,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",1,german
We Are Young. We Are Strong.,TV,2014,TV-MA,SuperHD,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman",Burhan Qurbani,,7.1,123,80141337,2017-01-15,"In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.",0,german
We Are: The Brooklyn Saints ,TV,2021–,TV-14,,N/A,N/A,"Documentary, Sport",,N/A,81139973,2021-01-29,A Brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.,0,english
We Bare Bears,TV,2014,TV-Y,SuperHD,"Eric Edelstein, Demetri Martin, Bobby Moynihan",,,7.9,,80116921,2018-09-30,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.",0,english
We Have Always Lived in the Castle,TV,2018,TV-MA,SuperHD,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan",Stacie Passon,"Dramas
                  Thrillers",5.4,95,81089941,2019-09-14,The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.,0,english
We Need to Talk,TV,2016,TV-MA,SuperHD,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta",David Serrano,,5.8,90,80103426,2016-09-01,"A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.",0,spanish
We Speak Dance,TV,2018,TV-MA,UltraHD,Vandana Hart,,,7.5,,80194813,2020-03-05,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.,1,english
We're Lalaloopsy,TV,2017,TV-Y,SuperHD,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill",,,4.7,,80095649,2017-01-10,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",0,english
"We, the Marines",TV,2017,TV-PG,UltraHD,Gene Hackman,Greg MacGillivray,,5.4,37,80217135,2018-07-01,"Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",1,english
Weapon of Choice,TV,2018,TV-MA,SuperHD,,Fritz Ofner,,4.4,89,81059944,2019-03-02,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk.",0,english
Wedding Unplanned,TV,2017,TV-MA,SuperHD,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud",Reem Kherici,,6.2,94,80171705,2017-10-19,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",0,french
Weed the People,TV,2018,TV-MA,SuperHD,,Abby Epstein,,7.0,94,81016247,2019-05-14,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential.",0,english
Weeds,TV,2005,TV-MA,SuperHD,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon",0,"TV Comedies
                  TV Dramas",7.9,0,70136122,2013-03-14,A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,0,english
Weeds on Fire,TV,2016,TV-MA,SuperHD,"Liu Kai-chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung",Chi Fat Chan,,6.7,94,81012295,2018-08-01,"In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",0,other
Welcome Mr. President!,TV,2013,TV-MA,SuperHD,"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone",Riccardo Milani,,6.2,98,80061797,2016-10-01,"When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader.",0,other
Welcome to Sajjanpur,TV,2008,TV-14,SuperHD,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun",Shyam Benegal,,6.9,130,70108590,2018-11-01,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests.",0,hindi
Welcome to the Family,TV,2018,TV-MA,SuperHD,"Melani Olivares, Iván Massagué, Yolanda Ramos, Nao Albet",,,6.7,,80212251,2018-07-27,"When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.",0,other
Well-Intended Love,TV,2019,TV-14,SuperHD,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo",,,7.5,,81092192,2019-05-17,"To secure a bone marrow donation, an actress diagnosed with leukemia makes a marriage pact with a young CEO -- but love and secrets get in the way.",0,mandarin
Wentworth,TV,2013,TV-MA,SuperHD,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland",,,8.6,,80013249,2015-12-23,Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.,0,english
West Coast,TV,2016,TV-MA,SuperHD,"Devi Couzigou, Mathis Crusson, Victor Le Blond, Sullivan Loyez",Benjamin Weill,,5.8,80,80123742,2016-10-28,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.,0,english
West Coast Customs,TV,2011,TV-G,SuperHD,"Ryan Friedlinghaus, Hunter Clancey",,,6.1,,80135640,2016-12-01,"West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet.",0,english
Westside,TV,2018,TV-MA,SuperHD,,,,5.9,,80201862,2018-11-09,Nine struggling musicians share the spotlight in this emotional reality series as they navigate the highs and lows of pursuing their Hollywood dreams.,0,english
Westside Story,TV,2003,TV-14,SD,"Tony Sun, Wallace Huo, Esther Liu, Cyndi Wang",,,,,81179864,2019-11-15,"Spirited high school misfits with hearts of gold begin their journeys into adulthood as they navigate school, friendship, romance and heartbreak.",0,japanese
Wet Hot American Summer: First Day of Camp,TV,2015,TV-MA,UltraHD,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black",,,7.4,,80039813,2015-07-31,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",1,english
Wet Hot American Summer: Ten Years Later,TV,2017,TV-MA,UltraHD,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black",,,6.9,,80117800,2017-08-04,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",1,english
WHAT / IF,TV,2019,TV-MA,UltraHD,"Renée Zellweger, Jane Levy, Blake Jenner, Keith Powers",,,6.3,,80197889,2019-05-24,"Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.",1,english
What a Wonderful Family!,TV,2017,TV-14,SuperHD,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin",Huang Lei,,4.6,102,80996349,2018-07-01,"In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.",0,mandarin
WHAT DID JACK DO?,TV,2020,TV-14,SuperHD,David Lynch,David Lynch,,6.5,17,81226955,2020-01-20,A detective interrogates a monkey who is suspected of murder.,0,english
What Happened to Monday,TV,2017,TV-MA,SuperHD,"Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari",Tommy Wirkola,,6.9,123,80146805,2017-08-18,"In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",0,english
"What Happened, Miss Simone?",TV,2015,TV-14,UltraHD,,Liz Garbus,,7.6,102,70308063,2015-06-26,"Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",1,english
What If?,TV,2019,TV-14,UltraHD,"Monther Rayahnah, Khaled Ameen, Aseel Omran, Rawan Mahdi",,,,,81104372,2019-05-06,"Four individuals at a crossroads in life are given the chance to take both paths, and decide which road is best for them.",1,arabic
What in the World Happened?,TV,2015,TV-14,SuperHD,"Eun-mi Go, Jaehyo, Jo Eun-Hyung, Ha-yeon Kim",,,,,80162131,2017-04-28,A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.,0,korean
What She Put on the Table,TV,2017,TV-14,SuperHD,"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao",,,7.1,,80189209,2017-10-01,"Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.",0,mandarin
What the F* Is Going On?,TV,2019,TV-MA,UltraHD,,"Marta Jaenes, Rosa Márquez",,,86,81005044,2019-11-25,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality.",1,spanish
What the Health,TV,2017,TV-PG,UltraHD,,"Kip Andersen, Keegan Kuhn",,7.4,92,80174177,2017-06-16,"This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries.",1,english
What the Jatt!!,TV,2015,TV-PG,SuperHD,"Harish Verma, Isha Rikhi, Vipul Roy, Poonam Rajput",Saket Behl,,5.3,140,80084667,2018-10-01,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",0,other
What the Love! with Karan Johar,TV,2020,TV-14,UltraHD,Karan Johar,,,3.5,,81038824,2020-01-30,"With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love.",1,english
What We Started,TV,2017,TV-MA,SuperHD,,"Bert Marcus, Cyrus Saidi",,7.0,95,80217120,2018-07-01,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.",0,english
"What's New, Scooby-Doo?",TV,2002,TV-Y7,SuperHD,"Frank Welker, Casey Kasem, Mindy Cohn, Grey DeLisle",,,7.2,,70308794,2019-12-15,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.,0,english
What's Your Raashee?,TV,2009,TV-PG,SuperHD,"Priyanka Chopra, Harman Baweja, Suzy Brack, Gene Fojtik",Ashutosh Gowariker,,4.6,202,70123118,2018-08-15,"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.",0,hindi
Wheelman,TV,2017,TV-MA,UltraHD,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham",Jeremy Rush,,6.4,82,80113669,2017-10-20,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,1,english
When Angels Sleep,TV,2018,TV-MA,HD,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón",Gonzalo Bendala,,5.4,96,80244708,2018-12-28,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.",0,spanish
When Heroes Fly,TV,2018,TV-MA,SuperHD,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates",,,7.3,,81021294,2019-01-10,"Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead.",0,other
When I See You Again,TV,2015,TV-14,SuperHD,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao",,,7.4,,80111845,2016-10-01,"On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.",0,mandarin
When Love Happens,TV,2014,TV-14,SuperHD,"Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje",Seyi Babatope,,4.9,109,80127516,2020-02-26,"Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",0,english
When the Camellia Blooms,TV,2019,TV-14,SuperHD,"Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se",,,8.0,,81144925,2019-09-18,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",0,korean
When They See Us,TV,2019,TV-MA,UltraHD,"Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome",Ava DuVernay,,8.9,,80200549,2019-05-31,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,1,english
When We First Met,TV,2018,TV-14,UltraHD,"Adam Devine, Alexandra Daddario, Shelley Hennig, Robbie Amell",Ari Sandel,,6.4,97,80117531,2018-02-09,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",1,english
Whindersson Nunes: Adult,TV,2019,TV-MA,UltraHD,Whindersson Nunes,Diego Pignataro,,6.7,68,81004321,2019-08-15,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,1,portuguese
Whisky,TV,2004,TV-MA,SuperHD,"Andrés Pazos, Mirella Pascual, Jorge Bolani, José Pedro Bujaruz","Pablo Stoll, Juan Pablo Rebella",,7.1,98,70044999,2020-01-22,"To impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered.",0,spanish
Whispers ,TV,0,TV-14,,"Abdul Mohsen Alnimer, Shaimaa Alfdl, Norah Alanbar, Nada Tawhid, Elham Ali, Mysoon Alruwaily ",Hana Abdullah Alomair,Drama,0,0,81223641,2020-06-11,"When suspicions grow around the death of their patriarch, an affluent family begin to peel back the truth as dark secrets come to light.",0,arabic
White Chamber,TV,2018,TV-MA,SuperHD,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan",Paul Raschid,,4.4,89,81085824,2019-08-01,"When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess.",0,english
White Fang,TV,2018,TV-PG,SuperHD,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears",Alexandre Espigares,,7.0,87,80245121,2018-07-06,A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,0,french
White Girl,TV,2016,TV-MA,SuperHD,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth",Elizabeth Wood,,5.7,90,80098467,2016-12-02,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away.",0,english
White Gold,TV,2017,TV-MA,SuperHD,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke",,,7.4,,80191680,2017-08-17,"In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale -- including throwing honesty out the window.",0,english
White Lines ,TV,2020,TV-MA,,"Guillermo Lasheras, Pedro Casablanc, Javier Garrido García, Belén López",,"Drama, Mystery",8.6,,80993591,2020-05-15,"Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",0,english
White Nights,TV,2016,TV-14,SuperHD,"Lee Yo-won, Jin Goo, U-ie, Jung Hae-in",,,7.0,,80150604,2017-02-14,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",0,korean
White Rabbit Project,TV,2016,TV-14,UltraHD,"Tory Belleci, Kari Byron, Grant Imahara",,,6.9,,80091245,2016-12-09,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters.""",1,english
Whitney Cummings: Can I Touch It?,TV,2019,TV-MA,UltraHD,Whitney Cummings,Marcus Raboy,,6.4,59,80213715,2019-07-30,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",1,english
Whitney Cummings: Money Shot,TV,2010,TV-MA,SuperHD,Whitney Cummings,John Fortenberry,,6.3,48,70174741,2018-12-31,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics.",0,english
Who Killed Little Gregory?,TV,2019,TV-MA,UltraHD,,,,7.4,,80222157,2019-11-20,"When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.",1,french
Who Killed Malcolm X?,TV,2020,TV-MA,SuperHD,,,,7.6,,80217478,2020-02-07,"Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",0,english
Who Would You Take to a Deserted Island?,TV,2019,TV-MA,UltraHD,"María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros",Jota Linares,,5.3,93,81018120,2019-04-12,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",1,spanish
"Whose Vote Counts, Explained ",TV,,TV-PG,,,,Documentary,,,81304760,2020-09-28,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",0,english
Why Me?,TV,2015,TV-MA,SuperHD,"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache",Tudor Giurgiu,,7.5,126,81149202,2019-12-01,A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.,0,other
Why We Fight: The Battle of Russia,TV,1943,TV-PG,SuperHD,,"Frank Capra, Anatole Litvak",,7.1,82,70013050,2017-03-31,"This government-commissioned film explores the need for a Russo-American alliance to defeat the Nazis. Find out more in the series ""Five Came Back.""",0,english
Wild District,TV,2018,TV-MA,UltraHD,"Juan Pablo Raba, Cristina Umaña, Susana Torres, Christian Tappán",,,8.4,45,80230435,2018-10-19,"After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.",1,spanish
Wild Wild Country,TV,2018,TV-MA,SuperHD,,"Maclain Way, Chapman Way",,8.2,,80145240,2018-03-16,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",0,english
Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,TV,2019,TV-Y,SuperHD,"Csongor Szalay, Anna Kubik, Sári Vida, András Faragó",Zsolt Pálfi,,6.7,72,81206008,2020-03-27,"As winter approaches the lake, a common threat rattles the Verdies and Grimps as Willy Whistle looks to seize his chance to become a guardian.",0,english
Win It All,TV,2017,TV-MA,UltraHD,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key",Joe Swanberg,,6.2,88,80134527,2017-04-07,"After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",1,english
Win the Wilderness,TV,2020,TV-14,SuperHD,,,,,,80987454,2020-04-22,"Six couples compete to prove they've got the survival skills to win the deed to an extraordinary home deep in the vast, rugged wilderness of Alaska.",0,english
Winter on Fire: Ukraine's Fight for Freedom,TV,2015,TV-MA,SuperHD,,Evgeny Afineevsky,,8.4,98,80031666,2015-10-09,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",0,other
Winter Sun,TV,2014,TV-MA,SuperHD,"Şükrü Özyıldız, Aslı Enver, Şenay Gürler, Başak Parlak",,,6.2,,80119381,2017-08-01,"Years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge.",0,turkish
Winx Club,TV,2004,TV-Y7,SuperHD,"Liza Jacqueline, Helena Evangeliou, Lisa Ortiz, Kerry Williams",,,5.9,,70177033,2020-04-15,"In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",0,english
Wish Man,TV,2019,TV-MA,SuperHD,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo",Theo Davies,,7.2,107,81167490,2019-12-03,"After surviving a life-threatening accident, a troubled cop finds new purpose when he bonds with a terminally ill little boy. Based on a true story.",0,english
Witches: A Century of Murder,TV,2015,TV-14,SuperHD,Suzannah Lipscomb,,,7.1,,80118889,2016-09-01,"Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",0,english
Without Gorky,TV,2011,TV-14,SuperHD,,Cosima Spender,,6.9,80,80176144,2017-05-31,"A filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist Arshile Gorky, had on three generations.",0,english
Wives on Strike: The Revolution,TV,2017,TV-PG,SuperHD,"Omoni Oboli, Sola Sobowale, Uche Jumbo, Chioma Chukwuka Akpotha",Omoni Oboli,,3.6,93,81172868,2019-12-06,"After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.",0,english
Wizards: Tales of Arcadia ,TV,2020–,TV-Y7,,"Colin O\'Donoghue, David Bradley, Lena Headey, Emile Hirsch, Lexi Medrano, Steven Yeun ",N/A,Animation,,N/A,80218108,2020-08-07,"Merlin's apprentice joins Arcadia's heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",0,english
Wolf,TV,2018,TV-MA,SuperHD,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkın, Emir Benderlioğlu",,,8.2,,81007175,2018-12-21,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",0,turkish
Woman in Charge,TV,2016,TV-14,SuperHD,"Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones",,,6.6,,80160504,2018-11-16,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.",0,spanish
Women at War 1939-1945,TV,2015,TV-MA,SuperHD,,"Hugues Nancy, Fabien Beziat",,,91,80230555,2018-03-01,"Mothers, nurses, soldiers and deportees -- these women fought against persecution for freedom and survival amid the turbulence of World War II.",0,french
Women of Mafia 2,TV,2019,TV-MA,SuperHD,"Angie Cepeda, Agnieszka Dygant, Aleksandra Grabowska, Aleksandra Popławska",Patryk Vega,,3.8,132,81221851,2019-12-21,"When a major drug deal goes sour, the queen of the Warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter.",0,other
Women Of The Night,TV,2019,TV-MA,SuperHD,"Karina Smulders, Susan Radder, Hilde Van Mieghem, Thijs Römer",,,6.2,,81158146,2020-03-18,"Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the city’s underworld of sex and drugs.",0,other
Word Party,TV,2016,TV-Y,SuperHD,"Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball",,,6.1,,80063705,2016-07-08,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!",0,english
Word Party Songs ,TV,2020–,TV-Y,,N/A,N/A,"Animation, Family",,N/A,81063145,2020-08-07,"Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!",0,english
Word Party: Happy Birthday,TV,2017,TV-Y,SuperHD,,,,,2,80191404,2017-09-14,"It's your birthday, and the babies are so excited! Franny, Bailey, Kip and Lulu are here to sing a very special song just for you.",0,english
Workin' Moms,TV,2017,TV-MA,SuperHD,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim",,,7.4,,80198991,2019-02-22,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",0,english
World at Your Feet,TV,2014,TV-14,SuperHD,"Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng",,,N,,80160125,2017-07-01,"A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope.",0,mandarin
World Famous Lover,TV,2020,TV-MA,SuperHD,"Raashi Khanna, Vijay Deverakonda, Izabelle Leite, Catherine Tresa",Kranthi Madhav,,4.6,147,81273579,2020-04-15,"When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back.",0,other
World of Winx,TV,2016,TV-Y7,SuperHD,"Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens",,,7.0,,80007778,2016-11-04,"The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true.",0,english
World War II in Colour,TV,2009,TV-MA,SuperHD,Robert Powell,,,8.7,,70254851,2017-08-01,Footage of the most dramatic moments from World War II is restored in color and high definition for this historical documentary series.,0,english
World\'s Most Wanted ,TV,2020,TV-14,,,,Documentary,,45 min,81013210,2020-08-05,"Suspected of heinous crimes, they've avoided capture despite massive rewards and global investigations. A docuseries profiling the world's most wanted.",0,english
